"location_code"|"location_region_code"|"location_name_th"|"province_name_th"|"province_name_en"|"province_abbr_name_th"|"province_abbr_name_en"|"district_name_th"|"district_name_en"|"sub_district_name_th"|"sub_district_name_en"|"post_code"|"last_upd_date"
"0103800099"|"104900005 "|"กรุงเทพมหานคร เขตตลิ่งชัน แขวงบางระมาด"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตตลิ่งชัน"|"TALING CHAN"|"แขวงบางระมาด"|"BANG RAMAT"|"10170"|"2020-10-29 12:00:25"
"0103800100"|"104900005 "|"กรุงเทพมหานคร เขตตลิ่งชัน แขวงบางเชือกหนัง"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตตลิ่งชัน"|"TALING CHAN"|"แขวงบางเชือกหนัง"|"BANG CHUEAK NANG"|"10170"|"2020-10-29 12:00:25"
"0103800101"|"104900005 "|"กรุงเทพมหานคร เขตบางกอกน้อย"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางกอกน้อย"|"BANGKOK NOI"||||"2020-10-29 12:00:25"
"0103800102"|"104900005 "|"กรุงเทพมหานคร เขตบางกอกน้อย แขวงศิริราช"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางกอกน้อย"|"BANGKOK NOI"|"แขวงศิริราช"|"SIRIRAJ"|"10700"|"2020-10-29 12:00:25"
"0103800103"|"104900005 "|"กรุงเทพมหานคร เขตบางกอกน้อย แขวงบ้านช่างหล่อ"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางกอกน้อย"|"BANGKOK NOI"|"แขวงบ้านช่างหล่อ"|"BAN CHANG LO"|"10700"|"2020-10-29 12:00:25"
"0103800104"|"104900005 "|"กรุงเทพมหานคร เขตบางกอกน้อย แขวงบางขุนนนท์"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางกอกน้อย"|"BANGKOK NOI"|"แขวงบางขุนนนท์"|"BANG KHUN NON"|"10700"|"2020-10-29 12:00:25"
"0103800105"|"104900005 "|"กรุงเทพมหานคร เขตบางกอกน้อย แขวงบางขุนศรี"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางกอกน้อย"|"BANGKOK NOI"|"แขวงบางขุนศรี"|"BANG KHUN SI"|"10700"|"2020-10-29 12:00:25"
"0103800106"|"104900005 "|"กรุงเทพมหานคร เขตบางกอกน้อย แขวงอรุณอมรินทร์"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางกอกน้อย"|"BANGKOK NOI"|"แขวงอรุณอมรินทร์"|"ARUN AMMARIN"|"10700"|"2020-10-29 12:00:25"
"0103800107"|"104900005 "|"กรุงเทพมหานคร เขตบางขุนเทียน"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางขุนเทียน"|"BANG KHUN THIAN"||||"2020-10-29 12:00:26"
"0103800108"|"104900005 "|"กรุงเทพมหานคร เขตบางขุนเทียน แขวงท่าข้าม"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางขุนเทียน"|"BANG KHUN THIAN"|"แขวงท่าข้าม"|"THA KHAM"|"10150"|"2020-10-29 12:00:26"
"0103800109"|"104900005 "|"กรุงเทพมหานคร เขตบางขุนเทียน แขวงแสมดำ"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางขุนเทียน"|"BANG KHUN THIAN"|"แขวงแสมดำ"|"SAMAE DAM"|"10150"|"2020-10-29 12:00:26"
"0103800110"|"104900005 "|"กรุงเทพมหานคร เขตภาษีเจริญ"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตภาษีเจริญ"|"PHASI CHAROEN"||||"2020-10-29 12:00:26"
"0103800111"|"104900005 "|"กรุงเทพมหานคร เขตภาษีเจริญ แขวงบางหว้า"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตภาษีเจริญ"|"PHASI CHAROEN"|"แขวงบางหว้า"|"BANG WA"|"10160"|"2020-10-29 12:00:26"
"0103800112"|"104900005 "|"กรุงเทพมหานคร เขตภาษีเจริญ แขวงบางด้วน"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตภาษีเจริญ"|"PHASI CHAROEN"|"แขวงบางด้วน"|"BANG DUAN"|"10160"|"2020-10-29 12:00:26"
"0103800116"|"104900005 "|"กรุงเทพมหานคร เขตภาษีเจริญ แขวงบางจาก"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตภาษีเจริญ"|"PHASI CHAROEN"|"แขวงบางจาก"|"BANG CHAK"|"10160"|"2020-10-29 12:00:26"
"0103800117"|"104900005 "|"กรุงเทพมหานคร เขตภาษีเจริญ แขวงบางแวก"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตภาษีเจริญ"|"PHASI CHAROEN"|"แขวงบางแวก"|"BANG WAEK"|"10160"|"2020-10-29 12:00:26"
"0103800118"|"104900005 "|"กรุงเทพมหานคร เขตภาษีเจริญ แขวงคลองขวาง"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตภาษีเจริญ"|"PHASI CHAROEN"|"แขวงคลองขวาง"|"KHLONG KHWANG"|"10160"|"2020-10-29 12:00:26"
"0103800119"|"104900005 "|"กรุงเทพมหานคร เขตภาษีเจริญ แขวงปากคลองภาษีเจริญ"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตภาษีเจริญ"|"PHASI CHAROEN"|"แขวงปากคลองภาษีเจริญ"|"PAK KHLONG PHASI CHAROEN"|"10160"|"2020-10-29 12:00:26"
"0103800120"|"104900005 "|"กรุงเทพมหานคร เขตภาษีเจริญ แขวงคูหาสวรรค์"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตภาษีเจริญ"|"PHASI CHAROEN"|"แขวงคูหาสวรรค์"|"KHUHA SAWAN"|"10160"|"2020-10-29 12:00:26"
"0103800121"|"104900005 "|"กรุงเทพมหานคร เขตหนองแขม"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตหนองแขม"|"NONG KHAEM"||||"2020-10-29 12:00:26"
"0103800122"|"104900005 "|"กรุงเทพมหานคร เขตหนองแขม แขวงหนองแขม"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตหนองแขม"|"NONG KHAEM"|"แขวงหนองแขม"|"NONG KHAEM"|"10160"|"2020-10-29 12:00:26"
"0103800123"|"104900005 "|"กรุงเทพมหานคร เขตหนองแขม แขวงหนองค้างพลู"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตหนองแขม"|"NONG KHAEM"|"แขวงหนองค้างพลู"|"NONG KHANG PHLU"|"10160"|"2020-10-29 12:00:26"
"0103800124"|"104900005 "|"กรุงเทพมหานคร เขตราษฎร์บูรณะ"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตราษฎร์บูรณะ"|"RAT BURANA"||||"2020-10-29 12:00:26"
"0103800125"|"104900005 "|"กรุงเทพมหานคร เขตราษฎร์บูรณะ แขวงราษฎร์บูรณะ"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตราษฎร์บูรณะ"|"RAT BURANA"|"แขวงราษฎร์บูรณะ"|"RAT BURANA"|"10140"|"2020-10-29 12:00:26"
"0103800126"|"104900005 "|"กรุงเทพมหานคร เขตราษฎร์บูรณะ แขวงบางปะกอก"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตราษฎร์บูรณะ"|"RAT BURANA"|"แขวงบางปะกอก"|"BANG PAKOK"|"10140"|"2020-10-29 12:00:26"
"0103800127"|"104900005 "|"กรุงเทพมหานคร เขตบางพลัด"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางพลัด"|"BANG PHLAT"||||"2020-10-29 12:00:26"
"0103800128"|"104900005 "|"กรุงเทพมหานคร เขตบางพลัด แขวงบางพลัด"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางพลัด"|"BANG PHLAT"|"แขวงบางพลัด"|"BANG PHLAT"|"10700"|"2020-10-29 12:00:26"
"0103800129"|"104900005 "|"กรุงเทพมหานคร เขตบางพลัด แขวงบางอ้อ"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางพลัด"|"BANG PHLAT"|"แขวงบางอ้อ"|"BANG O"|"10700"|"2020-10-29 12:00:26"
"0103800130"|"104900005 "|"กรุงเทพมหานคร เขตบางพลัด แขวงบางบำหรุ"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางพลัด"|"BANG PHLAT"|"แขวงบางบำหรุ"|"BANG BAMRU"|"10700"|"2020-10-29 12:00:26"
"0103800131"|"104900005 "|"กรุงเทพมหานคร เขตบางพลัด แขวงบางยี่ขัน"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางพลัด"|"BANG PHLAT"|"แขวงบางยี่ขัน"|"BANG YI KHAN"|"10700"|"2020-10-29 12:00:26"
"0103800132"|"104900005 "|"กรุงเทพมหานคร เขตดินแดง"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตดินแดง"|"DIN DAENG"||||"2020-10-29 12:00:26"
"0103800133"|"104900005 "|"กรุงเทพมหานคร เขตดินแดง แขวงดินแดง"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตดินแดง"|"DIN DAENG"|"แขวงดินแดง"|"DIN DAENG"|"10400"|"2020-10-29 12:00:26"
"0103800134"|"104900005 "|"กรุงเทพมหานคร เขตบึงกุ่ม"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบึงกุ่ม"|"BUENG KUM"|||"10240"|"2020-10-29 12:00:26"
"0103800135"|"104900005 "|"กรุงเทพมหานคร เขตบึงกุ่ม แขวงคลองกุ่ม"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบึงกุ่ม"|"BUENG KUM"|"แขวงคลองกุ่ม"|"KHLONG KUM"|"10240"|"2020-10-29 12:00:26"
"0103800138"|"104900005 "|"กรุงเทพมหานคร เขตบึงกุ่ม แขวงนวมินทร์"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบึงกุ่ม"|"BUENG KUM"|"แขวงนวมินทร์"|"NAWA MIN"|"10240"|"2020-10-29 12:00:26"
"0103800139"|"104900005 "|"กรุงเทพมหานคร เขตบึงกุ่ม แขวงนวลจันทร์"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบึงกุ่ม"|"BUENG KUM"|"แขวงนวลจันทร์"|"NUANCHAN"|"10240"|"2020-10-29 12:00:26"
"0103800140"|"104900005 "|"กรุงเทพมหานคร เขตสาทร"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตสาทร"|"SATHON"||||"2020-10-29 12:00:26"
"0103800141"|"104900005 "|"กรุงเทพมหานคร เขตสาทร แขวงทุ่งวัดดอน"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตสาทร"|"SATHON"|"แขวงทุ่งวัดดอน"|"THUNG WAT DON"|"10120"|"2020-10-29 12:00:26"
"0103800142"|"104900005 "|"กรุงเทพมหานคร เขตสาทร แขวงยานนาวา"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตสาทร"|"SATHON"|"แขวงยานนาวา"|"YAN NAWA"|"10120"|"2020-10-29 12:00:26"
"0103800143"|"104900005 "|"กรุงเทพมหานคร เขตสาทร แขวงทุ่งมหาเมฆ"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตสาทร"|"SATHON"|"แขวงทุ่งมหาเมฆ"|"THUNG MAHA MEK"|"10120"|"2020-10-29 12:00:26"
"0103800144"|"104900005 "|"กรุงเทพมหานคร เขตบางซื่อ"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางซื่อ"|"BANG SUE"||||"2020-10-29 12:00:26"
"0103800145"|"104900005 "|"กรุงเทพมหานคร เขตบางซื่อ แขวงบางซื่อ"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางซื่อ"|"BANG SUE"|"แขวงบางซื่อ"|"BANG SUE"|"10800"|"2020-10-29 12:00:26"
"0103800146"|"104900005 "|"กรุงเทพมหานคร เขตบางซื่อ แขวงวงศ์สว่าง"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตบางซื่อ"|"BANG SUE"|"แขวงวงศ์สว่าง"|"WONG SAWANG"|"10800"|"2020-10-29 12:00:26"
"0103800147"|"104900005 "|"กรุงเทพมหานคร เขตจตุจักร"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตจตุจักร"|"CHATUCHAK"||||"2020-10-29 12:00:26"
"0103800148"|"104900005 "|"กรุงเทพมหานคร เขตจตุจักร แขวงลาดยาว"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตจตุจักร"|"CHATUCHAK"|"แขวงลาดยาว"|"LAT YAO"|"10900"|"2020-10-29 12:00:26"
"0103800149"|"104900005 "|"กรุงเทพมหานคร เขตจตุจักร แขวงเสนานิคม"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตจตุจักร"|"CHATUCHAK"|"แขวงเสนานิคม"|"SENA NIKHOM"|"10900"|"2020-10-29 12:00:26"
"0103800150"|"104900005 "|"กรุงเทพมหานคร เขตจตุจักร แขวงจันทรเกษม"|"กรุงเทพมหานคร"|"Bangkok"|||"เขตจตุจักร"|"CHATUCHAK"|"แขวงจันทรเกษม"|"CHAN KASEM"|"10900"|"2020-10-29 12:00:26"
